270317,test,http://insa-rouen.fr,GB: 3.2% rank: 132308,MA: 4.3% rank: 17246,DZ: 9.8% rank: 11447,O: 15.3% rank: 0,FR: 67.4% rank: 7741,
40717,Aboalarm GmbH,http://aboalarm.de,CH: 0.9% rank: 19625,AT: 1.5% rank: 10131,O: 2.7% rank: 0,DE: 94.9% rank: 1368,
550691,doo GmbH,https://doo.net/,DE: 12.7% rank: 60274,UA: 15.7% rank: 25648,O: 30.8% rank: 0,RU: 40.8% rank: 47148,
1,Google,http://google.com,HK: 0.5% rank: 2,CO: 0.5% rank: 4,TH: 0.6% rank: 4,VE: 0.6% rank: 4,AR: 0.6% rank: 4,
621933,Hitfox Group,http://www.hitfoxgroup.com,CH: 18.8% rank: 35339,DE: 29.0% rank: 106829,O: 51.8% rank: 0,
